title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;;;;;;;;
Context constraint integration and validation in dynamic web service compositions;C Pahl, K Yapa Bandara, MX Wang - 2010 - doras.dcu.ie;2010;http://doras.dcu.ie/16833/;http://doras.dcu.ie/16833/1/ecaws-drs-10.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Motion doodles: an interface for sketching character motion;M Thorne, D Burke, M van de Panne - ACM Transactions on Graphics …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1015740;http://ivizlab.sfu.ca/arya/Papers/ACM/SIGGRAPH-04/Sketching%20Character%20Motion.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;2;290;No DOI available;;;;;;;;
Apoptosis CED-4 is a stranger no more;MO Hengartner - Nature, 1997 - nature.com;1997;https://www.nature.com/articles/41873;http://blogs.uoregon.edu/bi410/files/2014/04/ced4-review-nature-1997-10hkylp.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;107;No DOI available;;;;;;;;
Mapping MI to the DMGT: A theoretical framework;R Walton - Australasian Journal of Gifted Education, 2014 - search.informit.com.au;2014;https://search.informit.com.au/documentSummarydn=122925841806076res=ielhss;http://ro.uow.edu.au/cgi/viewcontent.cgi?article=4047&context=sspapers;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;2;4;No DOI available;;;;;;;;
Generic Modeling and Annotation of the Dance Video Semantics;B Ramadoss, K Rajkumar - The Sixth IEEE International …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4019926/;https://ieeexplore.ieee.org/iel5/4019822/4019823/04019926.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Analysing and determining substitutability of different granularity Web services;Y Yin, S Deng - International Journal of Computer Mathematics, 2013 - Taylor & Francis;2013;https://www.tandfonline.com/doi/abs/10.1080/00207160.2012.748902;https://www.tandfonline.com/doi/pdf/10.1080/00207160.2012.748902;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
Context-specific mechanisms of cell polarity regulation;AH Allam, M Charnley, SM Russell - Journal of molecular biology, 2018 - Elsevier;2018;https://www.sciencedirect.com/science/article/pii/S0022283618305795;https://www.researchgate.net/profile/Amr_Allam/publication/325647120_Context-Specific_Mechanisms_of_Cell_Polarity_Regulation/links/5bda76474585150b2b958d9b/Context-Specific-Mechanisms-of-Cell-Polarity-Regulation.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;;;;;;;;
Sensors and signals: a coactivator/corepressor/epigenetic code for integrating signal-dependent programs of transcriptional response;MG Rosenfeld, VV Lunyak, CK Glass - Genes & development, 2006 - genesdev.cshlp.org;2006;http://genesdev.cshlp.org/content/20/11/1405.short;http://genesdev.cshlp.org/content/20/11/1405.full.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;948;No DOI available;;;;;;;;
MODELING AND ANNOTATING THE EXPRESSIVE SEMANTICS OF DANCE VIDEOS;H Garcia, C del Cuvillo, D Perez… - INFORMATION …, 2007 - pdfs.semanticscholar.org;2007;https://pdfs.semanticscholar.org/c419/030e781cbb2c8ed3f0f7a67d9066e0d9bb07.pdf#page=37;https://pdfs.semanticscholar.org/c419/030e781cbb2c8ed3f0f7a67d9066e0d9bb07.pdf#page=37;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Semantic-based development of service-oriented systems;M Wirsing, A Clark, S Gilmore, M Hölzl, A Knapp… - … Conference on Formal …, 2006 - Springer;2006;https://link.springer.com/chapter/10.1007/11888116_3;https://link.springer.com/content/pdf/10.1007/11888116_3.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;2;86;No DOI available;;;;;;;;
Towards sustained team effectiveness;N Wijngaards, M Kempen, A Smit… - … on Autonomous Agents …, 2005 - Springer;2005;https://link.springer.com/chapter/10.1007/11775331_3;https://pdfs.semanticscholar.org/6076/712087936df624af4c0bd3ef369420d28d64.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
Marino Segnan's selected publications (grouped by category; most recent publications first);L Ardissono, R Furnari, A Goy, G Petrone - academia.edu;No year available;http://www.academia.edu/download/32111645/Selected_publications.pdf;http://www.academia.edu/download/32111645/Selected_publications.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;
Design Management; A Business Tools' Package Of Corporate Organizations: Bangladesh Context;NK Kaikobad, MZA Bhuiyan, MMH Khan, HS Gomes - researchgate.net;No year available;https://www.researchgate.net/profile/Md_Zafar_Bhuiyan2/publication/315727345_Design_Management_A_Business_Tools'_Package_Of_Corporate_Organizations_Bangladesh_Context_1/links/58df4b2e92851c36954579ec/Design-Management-A-Business-Tools-Package-Of-Corporate-Organizations-Bangladesh-Context-1.pdf;https://www.researchgate.net/profile/Md_Zafar_Bhuiyan2/publication/315727345_Design_Management_A_Business_Tools'_Package_Of_Corporate_Organizations_Bangladesh_Context_1/links/58df4b2e92851c36954579ec/Design-Management-A-Business-Tools-Package-Of-Corporate-Organizations-Bangladesh-Context-1.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;
Dynamic and decentralized service composition;T Cottenier, T Elrad - … web information systems and technologies. INSTICC …, 2005 - Citeseer;2005;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.457.6471&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.457.6471&rep=rep1&type=pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;12;23;No DOI available;;;;;;;;
Trends in Service Oriented Architectures for Robot-CNC Manufacturing Control;T Borangiu - 2016 - iit.bas.bg;2016;http://www.iit.bas.bg/pecr/59/10-31.pdf;http://www.iit.bas.bg/pecr/59/10-31.pdf;context-dependent+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Enhancing web service composition by means of diagnosis;L Ardissono, S Bocconi, L Console, R Furnari… - … Conference on Business …, 2008 - Springer;2008;https://link.springer.com/chapter/10.1007/978-3-642-00328-8_47;http://www.di.unito.it/~liliana/EC/qsws08-per-www.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;14;No DOI available;;;;;;;;
Exploring On-Demand Composition of Pervasive Collaborations in Smart Computing Environments;"M Wutzler - OTM Confederated International Conferences"" On the …, 2016 - Springer";2016;https://link.springer.com/chapter/10.1007/978-3-319-55961-2_31;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;4;No DOI available;;;;;;;;
Validation of context-dependent aspect-oriented adaptations to components;T Cottenier, T Elrad - WCOP, Oslo, 2004 - Citeseer;2004;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5002&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5002&rep=rep1&type=pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;7;No DOI available;;;;;;;;
Upper echelons research revisited: Antecedents; elements; and consequences of top management team composition;MA Carpenter, MA Geletkanycz… - Journal of …, 2004 - journals.sagepub.com;2004;https://journals.sagepub.com/doi/abs/10.1016/j.jm.2004.06.001;https://journals.sagepub.com/doi/pdf/10.1016/j.jm.2004.06.001;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;1758;No DOI available;;;;;;
RoleDiSCo: A middleware architecture and implementation for coordinated on-demand composition of smart service systems in decentralized environments;M Wutzler, T Springer, A Schill - 2017 IEEE 2nd International …, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/8064094/;https://ieeexplore.ieee.org/iel7/8063634/8064070/08064094.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;2;No DOI available;;;;;;;;
Engineering mobile agent applications via context-dependent coordination;G Cabri, L Leonardi… - IEEE Transactions on …, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1049403/;https://ieeexplore.ieee.org/iel5/32/22485/01049403.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;119;No DOI available;;;;;;;;
Context-dependent hierarchies in pigeons;M Nagy, G Vásárhelyi, B Pettit… - Proceedings of the …, 2013 - National Acad Sciences;2013;https://www.pnas.org/content/110/32/13049.short;https://www.pnas.org/content/pnas/110/32/13049.full.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;88;No DOI available;;;;;;;;
The design of naming-based service composition system for ubiquitous computing applications;M Minami, H Morikawa… - … on Applications and the …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1268652/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.134.4529&rep=rep1&type=pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;49;No DOI available;;;;;;;;
Decentralized and flexible workflow enactment based on task coordination agents;G Joeris - 2nd Int'l. Bi-Conference Workshop on Agent-Oriented …, 2000 - books.google.com;2000;https://books.google.de/books?hl=de&lr=&id=ByU0wmVlYq4C&oi=fnd&pg=PA41&dq=context-dependent+AND+decentralized+composition&ots=_sqwdspQR2&sig=jwV0Gw7QVY7c-JuiEjAZanLnrRg;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.32.5341&rep=rep1&type=pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;49;No DOI available;;;;;;;;
Decentralization; corruption and government accountability;P Bardhan, D Mookherjee - International handbook on the …, 2006 - books.google.com;2006;https://books.google.de/books?hl=de&lr=&id=P60nmWlJWEoC&oi=fnd&pg=PA161&dq=context-dependent+AND+decentralized+composition&ots=ja9etKV0Eg&sig=mAOLMZhjU4Az3RJg3uMlA7F1AcM;http://www.untag-smd.ac.id/files/Perpustakaan_Digital_1/CORRUPTION%20International%20handbook%20on%20the%20economics%20of%20corruption.pdf#page=200;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;303;No DOI available;;;;;;;
The degree of decentralization and individual decision making in central government human resource management: A European comparative perspective;RE Meyer, G Hammerschmid - Public Administration, 2010 - Wiley Online Library;2010;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9299.2009.01798.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1467-9299.2009.01798.x;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;71;No DOI available;;;;;;;;
Teachers' trust in role partners; intention to continue in teaching; and schools social composition in Israel;A Addi-Raccah - Urban Education, 2012 - journals.sagepub.com;2012;https://journals.sagepub.com/doi/abs/10.1177/0042085912437795;https://journals.sagepub.com/doi/pdf/10.1177/0042085912437795;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;
Context dependent management of field diffusion: an experimental framework.;F De Paoli, G Vizzari - WOA, 2003 - lia.deis.unibo.it;2003;http://www.lia.deis.unibo.it/books/woa2003/pdf/19.pdf;http://www.lia.deis.unibo.it/books/woa2003/pdf/19.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;20;No DOI available;;;;;;;;
Outlining nine major design challenges of open; decentralized; adaptive cyber-physical systems;I Horváth, BHM Gerritsen - ASME 2013 …, 2013 - … .asmedigitalcollection.asme.org;2013;https://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1830246;http://www.koti.szie.hu/KEMT/munkatarsak_files/CV_Publ/WEB_Horvath_Mark_Publications_2014Oct_HU.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;
Collective bargaining; macroeconomic performance; and the sectoral composition of trade unions;F Traxler, B Brandl - Industrial Relations: A Journal of Economy …, 2010 - Wiley Online Library;2010;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-232X.2009.00589.x;https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1468-232X.2009.00589.x;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;
Mobility management challenges and issues in 4G heterogeneous networks;S Hussain, Z Hamid, NS Khattak - … of the first international conference on …, 2006 - dl.acm.org;2006;https://dl.acm.org/citation.cfm?id=1142698;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;49;No DOI available;;;;;;;;
Implementing ReGreT in a decentralized multi-agent environment;S König, S Kaffille, G Wirtz - German Conference on Multiagent System …, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-74949-3_17;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;;;;;;;;
Modeling decentralized and spatial interactions in industrial dynamics;J Vicente - European Journal of Economic and Social Systems, 2003 - researchgate.net;2003;https://www.researchgate.net/profile/Jerome_Vicente3/publication/265032442_Modelling_decentralized_and_spatial_interactions_in_industrial_dynamics/links/571de30908ae7f552a4a9089/Modelling-decentralized-and-spatial-interactions-in-industrial-dynamics.pdf;https://www.researchgate.net/profile/Jerome_Vicente3/publication/265032442_Modelling_decentralized_and_spatial_interactions_in_industrial_dynamics/links/571de30908ae7f552a4a9089/Modelling-decentralized-and-spatial-interactions-in-industrial-dynamics.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
Experiments in evidence composition in a speech understanding system;L Saitta - International Journal of Man-Machine Studies, 1983 - Elsevier;1983;https://www.sciencedirect.com/science/article/pii/S002073738380039X;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:baBZsyCQyb0J:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=706320686927889425&oi=lle;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Algebraic service composition for user-centric IoT applications;D Arellanes, KK Lau - International Conference on Internet of Things, 2018 - Springer;2018;https://link.springer.com/chapter/10.1007/978-3-319-94370-1_5;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;;;;;;;;
Utilizing role-based models for on-demand composition of smart service systems;M Wutzler, T Springer, A Schill - … to the first International Conference on …, 2017 - dl.acm.org;2017;https://dl.acm.org/citation.cfm?id=3079390;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;2;No DOI available;;;;;;;;
Location-based ubiquitous context exchange in mobile environments;S Forsström, V Kardeby, J Walters, T Kanter - International Conference on …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-21444-8_16;http://www.diva-portal.org/smash/record.jsf?pid=diva2:372201;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;8;No DOI available;;;;;;;;
Parallel analytic hierarchy process for web service discovery and composition;M Thirumaran, P Dhavachelvan, P Lakshmi… - Proceedings of the 8th …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=1982631;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;6;No DOI available;;;;;;;;
Agent-based intelligent collaborative care management;K Wickramasinghe, C Guttmann, M Georgeff… - Proceedings of The 8th …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1558308;https://www.researchgate.net/profile/Heinrich_Heinz_Schmidt/publication/221456894_Agent-based_intelligent_collaborative_care_management/links/00b7d516175040693a000000.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;6;No DOI available;;;;;;;;
The Peculiarities of Software Composition Models;KC Sekharaiah, DJ Ram, MAM Khan - Journal of Digital Information …, 2005 - dirf.org;2005;http://www.dirf.org/jdim/v3n304.pdf;http://www.dirf.org/jdim/v3n304.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Decentralized coordination of dynamic software updates in the Internet of Things;M Weißbach, N Taing, M Wutzler… - 2016 IEEE 3rd World …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7845450/;https://ieeexplore.ieee.org/iel7/7831562/7845389/07845450.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;5;No DOI available;;;;;;;;
Federalism and decentralization in Sub-Saharan Africa: Five patterns of evolution;J Erk - Regional & Federal Studies, 2014 - Taylor & Francis;2014;https://www.tandfonline.com/doi/abs/10.1080/13597566.2014.971769;https://www.tandfonline.com/doi/full/10.1080/13597566.2014.971769;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
Loss of protein arginine methyltransferase 8 alters synapse composition and function; resulting in behavioral defects;J Penney, J Seo, O Kritskiy, S Elmsaouri… - Journal of …, 2017 - Soc Neuroscience;2017;http://www.jneurosci.org/content/37/36/8655.abstract;http://www.jneurosci.org/content/jneuro/37/36/8655.full.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;
Context aware service discovery and service enabled workflow.;A Hussain, W MacCaull - CSWS, 2013 - Citeseer;2013;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.403.607&rep=rep1&type=pdf#page=50;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.403.607&rep=rep1&type=pdf#page=50;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;6;No DOI available;;;;;;;;
A framework for decentralized access control;M Balasubramanian, A Bhatnagar… - Proceedings of the 2nd …, 2007 - dl.acm.org;2007;https://dl.acm.org/citation.cfm?id=1229302;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;3;No DOI available;;;;;;;;
Service value networks;B Blau, J Kramer, T Conte… - 2009 IEEE conference …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5210798/;https://ieeexplore.ieee.org/iel5/5210725/5210726/05210798.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;84;No DOI available;;;;;;;;
Can the design of community-driven development reduce the risk of elite capture? Evidence from Indonesia;SA Fritzen - World Development, 2007 - Elsevier;2007;https://www.sciencedirect.com/science/article/pii/S0305750X07000770;https://wagner.nyu.edu/files/faculty/publications/SFritzen_CanTheDesignOfCommunity.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;166;No DOI available;;;;;;;;
Technological dramas and the police: statement and counterstatement in organizational analysis;PK Manning - Criminology, 1992 - Wiley Online Library;1992;https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1745-9125.1992.tb01107.x;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:ugVn5rnkwvIJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=4137702713205823286&oi=lle;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;54;No DOI available;;;;;;;;
Employing Context Information and Semantics to Advance Responsiveness in Service Composition;C Jacob, H Pfeffer, S Steglich - Context-Aware Mobile and …, 2009 - igi-global.com;2009;https://www.igi-global.com/chapter/context-aware-mobile-ubiquitous-computing/7120;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;1;No DOI available;;;;;;;;
ALPACA: A decentralized; privacy-centric and context-aware framework for the dissemination of context information;F Dorfmeister, S Feld, C Linnhoff-Popien - International Journal On Advances in … - Citeseer;No year available;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.676.8256&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.676.8256&rep=rep1&type=pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;
An examination of the relationship between decentralization and Corruption;E SEÇKİNER - academia.edu;No year available;http://www.academia.edu/download/22209287/ezgi_seckiner.pdf;http://www.academia.edu/download/22209287/ezgi_seckiner.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
An approach to deriving reactive agent designs from extensions to the Descartes specification language;MA Medina, JE Urban - … Decentralized Systems (ISADS'07), 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4144691/;https://ieeexplore.ieee.org/iel5/4144637/4144638/04144691.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
Role-Based Models for Building Adaptable Collaborative Smart Service Systems;M Wutzler, M Weissbach… - 2017 IEEE International …, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/7947041/;https://ieeexplore.ieee.org/iel7/7943263/7946954/07947041.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;1;No DOI available;;;;;;;;
A Reflective Implementation of an Actor-based Concurrent Context-Oriented System;S Takeno, T Watanabe - Proceedings of the 14th International Workshop …, 2015 - dl.acm.org;2015;https://dl.acm.org/citation.cfm?id=2834972;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Access Control Policy Composition for Resource Federation Networks Using Semantic Web and Resource Description Framework (RDF);V Hu, S Quirolgico, K Scarfone - The 2008 International Computer …, 2008 - ws680.nist.gov;2008;http://ws680.nist.gov/publication/get_pdf.cfm?pub_id=890067;http://ws680.nist.gov/publication/get_pdf.cfm?pub_id=890067;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Representative budgeting: Women mayors and the composition of spending in local governments;KD Funk, AQ Philips - Political Research Quarterly, 2019 - journals.sagepub.com;2019;https://journals.sagepub.com/doi/abs/10.1177/1065912918775237;https://journals.sagepub.com/doi/pdf/10.1177/1065912918775237;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Mobile Agent Middlewares for Context-Aware Applications.;P Bellavista, S Vecchi, R Montanari, D Bottazzi… - 2004 - pdfs.semanticscholar.org;2004;https://pdfs.semanticscholar.org/22a5/87f21431a672bfd01476cbf508f11a6f8620.pdf;https://pdfs.semanticscholar.org/22a5/87f21431a672bfd01476cbf508f11a6f8620.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;5;7;No DOI available;;;;;;;;
Towards a common framework for peer-to-peer web retrieval;K Aberer, J Wu - From Integrated Publication and Information Systems to …, 2005 - Springer;2005;https://link.springer.com/chapter/10.1007/978-3-540-31842-2_15;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
Toward distributed context-mediated behavior for multiagent systems;RM Turner, S Rode, D Gagne - International and Interdisciplinary …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-40972-1_17;https://pdfs.semanticscholar.org/ddb3/88b53334e134de23d768b696213dbd98e4b7.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
Pervasive Context Sharing in Magpie: Adaptive Trust-Based Privacy Protection;C Liu, C Julien - … Conference on Mobile Computing, Applications, and …, 2015 - Springer;2015;https://link.springer.com/chapter/10.1007/978-3-319-29003-4_8;http://mpc.ece.utexas.edu/media/uploads/publishing/pervasive_context_sharing_in_magpie_adaptive_trust-based_privacy_protection[mobicase2015_cr].pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
An institutionalist perspective on regional economic development;A Amin - International journal of urban and regional research, 1999 - Wiley Online Library;1999;https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-2427.00201;https://onlinelibrary.wiley.com/doi/pdf/10.1111/1468-2427.00201;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;1534;No DOI available;;;;;;;;
Coordinated composition of continuous service collaborations in decentralized smart computing environments;M Wutzler, T Springer, A Schill - Proceedings of the 33rd Annual ACM …, 2018 - dl.acm.org;2018;https://dl.acm.org/citation.cfm?id=3167145;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;No cite count available;No DOI available;;;;;;;;
Open Workflows: Context-Dependent Construction and Execution in Mobile Wireless Settings;L Thomas, J Wilson, GC Roman, C Gill - 2009 - openscholarship.wustl.edu;2009;http://openscholarship.wustl.edu/cgi/viewcontent.cgi?article=1026&context=cse_research;http://openscholarship.wustl.edu/cgi/viewcontent.cgi?article=1026&context=cse_research;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Fiscal decentralization in Kenya: The constituency development fund and the growth of government;O Bagaka - Proceedings of 20th Annual Conference of the …, 2008 - papers.ssrn.com;2008;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1312983;https://mpra.ub.uni-muenchen.de/11813/1/MPRA_paper_11813.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;;;;;;;;
Towards a framework for agent-enabled semantic web service composition;V Ermolayev, N Keberle, S Plaksin… - International Journal of …, 2004 - igi-global.com;2004;https://www.igi-global.com/article/towards-framework-agent-enabled-semantic/3045;https://www.igi-global.com/viewtitle.aspx?titleid=3045;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;119;No DOI available;;;;;;;;
Secure composition of insecure components;P Sewell, J Vitek - Proceedings of the 12th IEEE Computer …, 1999 - ieeexplore.ieee.org;1999;https://ieeexplore.ieee.org/abstract/document/779769/;https://ieeexplore.ieee.org/iel5/6332/16921/00779769.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;66;No DOI available;;;;;;;;
Dynamism and data management in distributed; collaborative working environments;A Kipp, L Schubert, M Assel… - From CSCW to …, 2008 - dspace.wineme.fb5.uni-siegen.de;2008;https://dspace.wineme.fb5.uni-siegen.de/handle/20.500.12015/2810;https://dspace.wineme.fb5.uni-siegen.de/bitstream/20.500.12015/2810/1/00460.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;
On self-adaptive process-based dependable web service composition;S Ramakrishnan - 2009 Computation World: Future Computing …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5359577/;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;3;No DOI available;;;;;;;;
Corruption and decentralized public governance;A Shah - 2006 - elibrary.worldbank.org;2006;https://elibrary.worldbank.org/doi/abs/10.1596/1813-9450-3824;https://openknowledge.worldbank.org/bitstream/handle/10986/8805/wps3824.pdf?sequence=1;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;211;No DOI available;;;;;;;;
Context-sensitive computation in Trustworthy computing;Q Dong, FM Liu, XY Liu, YP Zhao - 2010 Sixth International …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5584483/;https://ieeexplore.ieee.org/iel5/5564900/5582333/05584483.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;No cite count available;No DOI available;;;;;;;;
