title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;;;;;;;;
A cost model for participating roles based on choreography semantics;RS Pandey, BD Chaudhary - 2008 IEEE Asia-Pacific Services …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4780688/;https://ieeexplore.ieee.org/iel5/4780614/4780615/04780688.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Secure mobile services infrastructures for mGovernment: Personalised; context-aware composition of pervasive mobile services;A Davy, F Mahon, K Doolin, B Jennings… - … mGov) Conference, I …, 2005 - researchgate.net;2005;https://www.researchgate.net/profile/Alan_Davy/publication/228365195_Secure_Mobile_Services_Infrastructures_for_mGovernment_Personalised_Context-aware_Composition_of_Pervasive_Mobile_Services/links/0912f50cf2da522de8000000.pdf;https://www.researchgate.net/profile/Alan_Davy/publication/228365195_Secure_Mobile_Services_Infrastructures_for_mGovernment_Personalised_Context-aware_Composition_of_Pervasive_Mobile_Services/links/0912f50cf2da522de8000000.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;
CHOREOS: large scale choreographies for the future internet;M Autili, P Inverardi, M Tivoli - 2014 Software Evolution Week …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6747202/;https://ieeexplore.ieee.org/iel7/6736725/6747152/06747202.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;;;
Towards context-sensitive service aspects;T Rho, M Schmatz, AB Cremers - Work. on Object Technology for Ambient …, 2006 - Citeseer;2006;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.453.9762&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.453.9762&rep=rep1&type=pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;4;22;No DOI available;;;;;;;;
Quality-Aware Design of Repairable Processes.;C Cappiello, B Pernici - ICIQ, 2008 - mitiq.mit.edu;2008;http://mitiq.mit.edu/ICIQ/Documents/IQ%20Conference%202008/Papers/4C-2%20Cappiello%20and%20Pernici.pdf;http://mitiq.mit.edu/ICIQ/Documents/IQ%20Conference%202008/Papers/4C-2%20Cappiello%20and%20Pernici.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Spontaneous emergence model for pervasive environments;J Gaber - 2007 IEEE Globecom Workshops, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4437807/;https://ieeexplore.ieee.org/iel5/4437774/4437775/04437807.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
Views in composite web services;Z Maamar, D Benslimane, C Ghedira… - IEEE internet …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1463165/;https://ieeexplore.ieee.org/iel5/4236/31457/01463165.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
Behaviour-aware compositions of things;J Cubo, A Brogi, E Pimentel - 2012 IEEE International …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6468288/;No PDF available;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
Mobile web services for context-aware pervasive environments;D Athanasopoulos, V Issarny, E Pitoura… - ACM Transactions on …, 2005 - academia.edu;2005;http://www.academia.edu/download/43042935/Mobile_Web_Services_for_Context-Aware_Pe20160225-16011-1gx26yn.pdf;http://www.academia.edu/download/43042935/Mobile_Web_Services_for_Context-Aware_Pe20160225-16011-1gx26yn.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Footprint-A foot-based wearable computer personal context interface;LT Cheng - 2000 Canadian Conference on Electrical and …, 2000 - ieeexplore.ieee.org;2000;https://ieeexplore.ieee.org/abstract/document/849665/;https://ieeexplore.ieee.org/iel5/6844/18407/00849665.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Run-time verification of behaviour-aware mashups in the internet of things;L González, J Cubo, A Brogi, E Pimentel… - European Conference on …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-45364-9_26;No PDF available;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Towards a context-adaptive integrated shared work environment;S Lukosch, D Veiel, JM Haake - 2008 - ub-deposit.fernuni-hagen.de;2008;https://ub-deposit.fernuni-hagen.de/servlets/MCRFileNodeServlet/mir_derivate_00000269/ResearchReport_1_2008.pdf;https://ub-deposit.fernuni-hagen.de/servlets/MCRFileNodeServlet/mir_derivate_00000269/ResearchReport_1_2008.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;2;4;No DOI available;;;;;;;;
A smart web service based on the context of things;J He, Y Zhang, G Huang, J Cao - ACM Transactions on Internet …, 2012 - dl.acm.org;2012;https://dl.acm.org/citation.cfm?id=2078321;http://or.nsfc.gov.cn/bitstream/00001903-5/107691/1/1000001992214.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;59;No DOI available;;;;;;;;
A distributed product development architecture for engineering collaborations across ubiquitous virtual enterprises;JY Lee, K Kim - The International Journal of Advanced Manufacturing …, 2007 - Springer;2007;https://link.springer.com/article/10.1007/s00170-006-0443-4;https://link.springer.com/content/pdf/10.1007/s00170-006-0443-4.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;26;No DOI available;;;;;;;;
Towards modeling and execution of collective adaptive systems;V Andrikopoulos, A Bucchiarone, SG Sáez… - … Conference on Service …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-319-06859-6_7;https://www.iaas.uni-stuttgart.de/publications/INPROC-2013-54-Towards-Modeling-and-Execution-of-Collective-Adaptive-Systems.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
A Technology Roadmap on SOA for smart embedded devices: Towards intelligent systems in manufacturing;A Cannata, M Gerosa, M Taisch - 2008 IEEE International …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4737972/;https://ieeexplore.ieee.org/iel5/4723916/4737816/04737972.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
Modeling service compatibility with pi-calculus for choreography;S Deng, Z Wu, M Zhou, Y Li, J Wu - international conference on …, 2006 - Springer;2006;https://link.springer.com/chapter/10.1007/11901181_4;No PDF available;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;33;No DOI available;;;;;;;;
Context-based matching for web service composition;B Medjahed, Y Atif - Distributed and Parallel Databases, 2007 - Springer;2007;https://link.springer.com/article/10.1007/s10619-006-7003-7;https://link.springer.com/content/pdf/10.1007/s10619-006-7003-7.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;4;111;No DOI available;;;;;;;;
Towards a goal-driven method for web service choreography validation;S Parsa, A Ebrahimifard, MJ Amiri… - … Conference on Web …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7498448/;https://ieeexplore.ieee.org/iel7/7495194/7498435/07498448.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
Agents that talk and hit back: Animated agents in augmented reality;I Barakonyi, T Psik, D Schmalstieg - Proceedings of the 3rd IEEE/ACM …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1033711;https://ieeexplore.ieee.org/iel5/9498/30137/01383051.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;64;No DOI available;;;;;;;;
On personalizing Web services using context;Z Maamar, SK Mostéfaoui… - International Journal of E …, 2005 - igi-global.com;2005;https://www.igi-global.com/article/personalizing-web-services-using-context/1844;https://www.igi-global.com/viewtitle.aspx?titleid=1844;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
Modeling and exploiting context for adaptive collaboration;JM Haake, T Hussein, B Joop, S Lukosch… - International Journal …, 2010 - World Scientific;2010;https://www.worldscientific.com/doi/abs/10.1142/S0218843010002115;No PDF available;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;31;No DOI available;;;;;;;;
ARMY: architecture for a secure and privacy-aware lifecycle of smart objects in the internet of my things;JL Hernandez-Ramos, JB Bernabé… - IEEE Communications …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7565269/;https://ieeexplore.ieee.org/iel7/35/7565175/07565269.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
Web service orchestration and choreography: Enabling business processes on the web;F Daniel - E-business models, services and communications, 2008 - igi-global.com;2008;https://www.igi-global.com/chapter/web-service-orchestration-choreography/8700;http://www.floriandaniel.it/papers/DanielEBMSC07.pdf;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
Long life application: approach for user context management and situation understanding;R Karchoud, P Roose, M Dalmau… - … on Cyberspace and …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7828582/;No PDF available;context-aware+AND+choreograph_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
Service composition issues in pervasive computing;J Bronsted, KM Hansen… - IEEE Pervasive …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5370805/;https://ieeexplore.ieee.org/iel5/7756/5370796/05370805.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;138;No DOI available;;;;;;;;
Modeling privacy control in context-aware systems;X Jiang, JA Landay - IEEE Pervasive computing, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1037723/;https://ieeexplore.ieee.org/iel5/7756/22254/01037723.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;210;No DOI available;;;;;;;;
A multi-agent system for dynamic service composition in ambient intelligence environments;M Vallée, F Ramparany, L Vercouter - 2005 - Citeseer;2005;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.5734&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.137.5734&rep=rep1&type=pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;56;No DOI available;;;;;;;;
Dynamic service composition in ambient intelligence environments: a multi-agent approach;M Vallée, F Ramparany… - Proceeding of the First …, 2005 - pdfs.semanticscholar.org;2005;https://pdfs.semanticscholar.org/edab/212f742b4197d8951a7a79fa81eec2e14f5e.pdf;https://pdfs.semanticscholar.org/edab/212f742b4197d8951a7a79fa81eec2e14f5e.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;40;No DOI available;;;;;;;;
An adaptive agent coordination framework for Web services composition;ZZ Sun, B Li, L Li - 2007 International Conference on Machine …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4370821/;https://ieeexplore.ieee.org/iel5/4370103/4370780/04370821.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;6;No DOI available;;;;;;;;
Through personalized web service composition specification: from BPEL to C-BPEL;C Ghedira, H Mezni - Electronic Notes in Theoretical Computer Science, 2006 - Elsevier;2006;https://www.sciencedirect.com/science/article/pii/S1571066106000181;https://www.sciencedirect.com/science/article/pii/S1571066106000181/pdf?md5=e321c5b023e9c5abb61f10ea2ffd651a&pid=1-s2.0-S1571066106000181-main.pdf&_valck=1;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;35;No DOI available;;;;;;;;
Towards model driven design of service-based context-aware applications;V Grassi, A Sindico - International workshop on Engineering of software …, 2007 - dl.acm.org;2007;https://dl.acm.org/citation.cfm?id=1294915;No PDF available;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;4;37;No DOI available;;;;;;;;
A survey of service composition mechanisms in ubiquitous computing;J Brønsted, KM Hansen… - … on Requirements and …, 2007 - pdfs.semanticscholar.org;2007;https://pdfs.semanticscholar.org/8b28/eabd169a13a2cccf3b92e406e4ed60b88c22.pdf;https://pdfs.semanticscholar.org/8b28/eabd169a13a2cccf3b92e406e4ed60b88c22.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;39;No DOI available;;;;;;;;
A decentralized self-organizing service composition for autonomic entities;I Al-Oqily, A Karmouch - … on Autonomous and Adaptive Systems (TAAS), 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=1921648;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:eYGV3upSv0AJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=4943963958539395245&oi=lle;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;;;;;;;;
PSC-RM: Reference model for pervasive service composition;J Zhou, J Sun, M Rautiainen… - … on Frontier of …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5392838/;https://ieeexplore.ieee.org/iel5/5392746/5392815/05392838.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;10;No DOI available;;;;;;;;
Towards light-weight semantic descriptions for decentralized service-oriented systems;H Pfeffer, D Linner, C Jacob, I Radusch… - International …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4338362/;https://ieeexplore.ieee.org/iel5/4338315/4338316/04338362.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;6;10;No DOI available;;;;;;;;
The role of ontologies in context-aware recommender systems;L Buriano, M Marchetti, F Carmagnola… - … on Mobile Data …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1630616/;https://ieeexplore.ieee.org/iel5/10853/34194/01630616.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;61;No DOI available;;;;;;;;
A roadmap towards sustainable self-aware service systems;S Dustdar, C Dorn, F Li, L Baresi, G Cabri… - Proceedings of the …, 2010 - dl.acm.org;2010;https://dl.acm.org/citation.cfm?id=1808986;https://dsg.tuwien.ac.at/staff/fei/papers/SEAMS-Chiristoph.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;5;31;No DOI available;;;;;;;;
A perspective on middleware-oriented context-aware pervasive systems;Z Jaroucheh, X Liu, S Smith - 2009 33rd Annual IEEE …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5254117/;https://ieeexplore.ieee.org/iel5/5254044/5254045/05254117.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;7;14;No DOI available;;;;;;;;
Context-aware systems: A literature review and classification;J Hong, E Suh, SJ Kim - Expert Systems with applications, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S0957417408007574;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.164.3897&rep=rep1&type=pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;6;633;No DOI available;;;;;;;;
Automated Web service composition: a decentralised multi-agent approach;MEL Falou, M Bouzid, AI Mouaddib… - … of the 2009 IEEE/WIC/ACM …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1632361;https://ieeexplore.ieee.org/iel5/5284806/5284878/05286040.pdf;context-aware+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;;;;;;;;
