Choosen;title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
n;A formal model for dynamic web services composition MAS-Based and simple security analysis using SPI calculus;DH Xu, Y Qi, D Hou, Y Chen… - … Conference on Next …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4392684/;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
n;Strategies for On-The-Fly Composition of Context Information Services;M Krause, I Hochstatter - … of the 11th …, 2004 - wwwmnmteam.informatik.uni …;2004;http://wwwmnmteam.informatik.uni-muenchen.de/common/pub/Publikationen/hokr04/PDF-Version/hokr04.pdf;http://wwwmnmteam.informatik.uni-muenchen.de/common/pub/Publikationen/hokr04/PDF-Version/hokr04.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
x;Context aware service composition;M Vuković - 2007 - cl.cam.ac.uk;2007;https://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-700.html;https://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-700.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
x;Toward an agent-based and context-oriented approach for web services composition;Z Maamar, H Yahyaoui - IEEE Transactions on Knowledge & Data …, 2005 - computer.org;2005;https://www.computer.org/csdl/trans/tk/2005/05/k0686-abs.html;https://www.researchgate.net/profile/Zakaria_Maamar/publication/220073535_Toward_an_Agent-Based_and_Context-Oriented_Approach_for_Web_Services_Composition_-_Appendices/links/54200ab00cf2218008d43638.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;259;No DOI available;;;;;;;;
x;Self-adaptive software: Landscape and research challenges;M Salehie, L Tahvildari - ACM transactions on autonomous and adaptive …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1516538;http://laotzu.bit.uni-bonn.de/nsfc_ref/a14-salehie.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1292;No DOI available;;;;;;;;
;Towards creating context-aware dynamically-adaptable business processes using complex event processing;G Hermosillo - 2012 - tel.archives-ouvertes.fr;2012;https://tel.archives-ouvertes.fr/tel-00709303/;https://tel.archives-ouvertes.fr/tel-00709303/document;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
;Practical approaches for software adaptation;C Canal, JM Murillo, P Poizat - European Conference on Object-Oriented …, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-78195-0_15;https://www.researchgate.net/profile/Juan_Murillo2/publication/235642979_Safe_Dynamic_Adaptation_using_Aspect-Oriented_Programming/links/0fcfd5123a60930aba000000.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
;Mobile web services for context-aware pervasive environments;D Athanasopoulos, V Issarny, E Pitoura… - ACM Transactions on …, 2005 - academia.edu;2005;http://www.academia.edu/download/43042935/Mobile_Web_Services_for_Context-Aware_Pe20160225-16011-1gx26yn.pdf;http://www.academia.edu/download/43042935/Mobile_Web_Services_for_Context-Aware_Pe20160225-16011-1gx26yn.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
;Contextpoint: An architecture for extrinsic meta-adaptation in smart environments;C Piechnick, S Richly, T Kühn, S Götz… - … , Sixth Int. Conf. Adapt …, 2014 - Citeseer;2014;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.681.6676&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.681.6676&rep=rep1&type=pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
;Towards collaborative  dynamic and complex systems (short paper);V Andrikopoulos, SG Sáez… - 2013 IEEE 6th …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6717312/;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
;A semantic web services-based infrastructure for context-adaptive process support;S Dietze, A Gugliotta… - … Conference on Web …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4279641/;http://oro.open.ac.uk/15588/2/Dietz_et_al.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
;Run-time verification of behaviour-aware mashups in the internet of things;L González, J Cubo, A Brogi, E Pimentel… - European Conference on …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-45364-9_26;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
;Web service in context and dependency-aware service composition;J Zhou, E Niemelä, J Perälä… - The 2nd IEEE Asia …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4414481/;http://www.mediateam.oulu.fi/publications/pdf/1161.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
;Facilitating group-based adaptation of shared workspaces using a multi-agent system;D Veiel, S Lukosch, M Warnier, M Oey… - Proceedings of the …, 2010 - researchgate.net;2010;https://www.researchgate.net/profile/Joerg_Haake/publication/228750759_Facilitating_group-based_adaptation_of_shared_workspaces_using_a_multi-agent_system/links/09e4150c09f0d163e9000000.pdf;https://www.researchgate.net/profile/Joerg_Haake/publication/228750759_Facilitating_group-based_adaptation_of_shared_workspaces_using_a_multi-agent_system/links/09e4150c09f0d163e9000000.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
;Adaptive composition of services in context-aware ambient intelligent systems;C Aouatef, B Iman, C Allaoua - Proceedings of the 2014 International C …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2641535;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
;Requirements and challenges for building service-oriented pervasive middleware;MEF Maia, LS Rocha, R Andrade - Proceedings of the 2009 international …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1568214;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;48;No DOI available;;;;;;;;
;A context-aware framework for CSCW applications in enterprise environments;CV Lima, M Antunes, D Gomes, R Aguiar - Proceedings of the IADIS …, 2013 - core.ac.uk;2013;https://core.ac.uk/download/pdf/32243190.pdf;https://core.ac.uk/download/pdf/32243190.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
;Supporting Context-Awareness in Adaptive Service Composition;J Cubo, C Canal, E Pimentel - Actas de los Talleres de las Jornadas …, 2008 - academia.edu;2008;http://www.academia.edu/download/30890226/a_model_checking_tool_embedded_into_services_composition_environment.pdf;http://www.academia.edu/download/30890226/a_model_checking_tool_embedded_into_services_composition_environment.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
;A Survey of adaptation systems;K Da, M Dalmau, P Roose - International Journal on …, 2011 - hal.archives-ouvertes.fr;2011;https://hal.archives-ouvertes.fr/hal-00689773/;https://hal.archives-ouvertes.fr/hal-00689773/document;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
;Context ontology-based reasoning service for multimedia conferencing process intelligence;B Cheng, S Zhong, J Chen - IEEE Transactions on Systems …, 2017 - ieeexplore.ieee.org;2017;https://ieeexplore.ieee.org/abstract/document/7536216/;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;Multi-staged and multi-viewpoint service choreography modelling;A Barros, G Decker, M Dumas - Proceedings of the …, 2007 - bpt.hpi.uni-potsdam.de;2007;http://bpt.hpi.uni-potsdam.de/pub/Public/GeroDecker/semsoa2007.pdf;http://bpt.hpi.uni-potsdam.de/pub/Public/GeroDecker/semsoa2007.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;31;No DOI available;;;;;;;;
;Developing highly complex distributed systems: a software engineering perspective;M Autili, P Inverardi, P Pelliccione, M Tivoli - Journal of Internet Services …, 2012 - Springer;2012;https://link.springer.com/article/10.1007/s13174-011-0048-5;https://link.springer.com/content/pdf/10.1007/s13174-011-0048-5.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
;Adaptation of service-based systems;R Kazhamiakin, S Benbernou, L Baresi… - … research challenges and …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-17599-2_5;http://www.academia.edu/download/46055734/978-3-642-17599-220160529-20889-cd3dk8.pdf#page=134;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;54;No DOI available;;;;;;;;
;Agents that talk and hit back: Animated agents in augmented reality;I Barakonyi, T Psik, D Schmalstieg - Proceedings of the 3rd IEEE/ACM …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1033711;https://data.icg.tugraz.at/~dieter/publications/Schmalstieg_078.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;64;No DOI available;;;;;;;;
;A global ontology space for mobile learning;R Benlamri, X Zhang - 2008 Eighth IEEE International …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4561624/;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
;Long life application: approach for user context management and situation understanding;R Karchoud, P Roose, M Dalmau… - … on Cyberspace and …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7828582/;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
;PSC-RM: Reference model for pervasive service composition;J Zhou, J Sun, M Rautiainen… - … on Frontier of …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5392838/;https://www.researchgate.net/profile/Mika_Ylianttila/publication/232653224_PSC-RM_Reference_Model_for_Pervasive_Service_Composition/links/57399c6a08aea45ee83f458d/PSC-RM-Reference-Model-for-Pervasive-Service-Composition.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
;Distributed Coordinated Adaptation of Cloud-Based Applications;L Baresi, S Guinea, G Quattrocchi - SEFM 2015 Collocated Workshops, 2015 - Springer;2015;https://link.springer.com/chapter/10.1007/978-3-662-49224-6_18;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
;Research on Mobile Internet Services Personalization Principles;A Ning, X Li, C Wang, P Wang, P Song - Electrical Engineering and …, 2011 - Springer;2011;https://link.springer.com/chapter/10.1007/978-3-642-21765-4_67;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;3;No DOI available;;;;;;;;
;Domain Objects and Microservices for Systems Development: A Roadmap;K Mikhail, A Bucchiarone, M Mazzara, L Safina… - … Conference in Software …, 2016 - Springer;2016;https://link.springer.com/chapter/10.1007/978-3-319-70578-1_10;https://arxiv.org/pdf/1709.10255;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
;Business activity management for service networks in cloud environments;C Janiesch, R Fischer, M Matzner… - Proceedings of the 6th …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=2093187;No PDF available;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;5;No DOI available;;;;;;;;
;Context-aware Process Support through automatic Discovery and Invocation of Semantic Web Services;S Dietze, A Gugliotta… - proceedings of IEEE …, 2007 - pdfs.semanticscholar.org;2007;https://pdfs.semanticscholar.org/1f31/e80459a6a65986e296cb2e55889b01b7a453.pdf;https://pdfs.semanticscholar.org/1f31/e80459a6a65986e296cb2e55889b01b7a453.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
;Personalised  Context-aware Composition of Pervasive Mobile Services;A Davy, F Mahon, K Doolin, B Jennings, M Ó Foghlú - 2005 - eprints.wit.ie;2005;http://eprints.wit.ie/573/;http://eprints.wit.ie/573/1/2005_Euro_mGov_DavyA_et_al_final.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
;Context-aware and secure workflow systems;H Alotaibi - 2012 - dora.dmu.ac.uk;2012;https://dora.dmu.ac.uk/handle/2086/8052;https://dora.dmu.ac.uk/bitstream/handle/2086/8052/e-thesis%20submission%20%5B%20Hind%20Mobtel%20Alotaibi%20%5D.pdf?sequence=1;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
;Learning design for mobile and contextual learning;A Mavroudi, T Hadzilacos, D Kalles - … of the 9th World Conference on …, 2010 - academia.edu;2010;http://www.academia.edu/download/31619230/LD-CAMSOA-mlearn_camera_submitted.pdf;http://www.academia.edu/download/31619230/LD-CAMSOA-mlearn_camera_submitted.pdf;context-aware+AND+choreography+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
;Carbook: A Platform for Mobile Automotive Services;T Keski-Valkama - 2008 - dspace.cc.tut.fi;2008;https://dspace.cc.tut.fi/dpub/handle/123456789/20515;https://dspace.cc.tut.fi/dpub/bitstream/handle/123456789/20515/Keski-Valkama.pdf?sequence=5;context-aware+AND+choreography+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;Towards modeling real-world aware business processes;S Meyer, K Sperner, C Magerkurth… - Proceedings of the …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=1993978;https://www.researchgate.net/profile/Carsten_Magerkurth/publication/221562925_Towards_modeling_real-world_aware_business_processes/links/0046352e230332ad59000000.pdf;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;;;;;;;;
;Precise steps for choreography modeling for SOA validation and verification;S Wieczorek, A Roth, A Stefanescu… - 2008 IEEE International …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4730478/;https://ieeexplore.ieee.org/iel5/4730444/4730445/04730478.pdf;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;23;No DOI available;;;;;;;;
;A context-aware orchestrating and choreographic test framework for service-oriented applications;L Mei - 2009 31st International Conference on Software …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5071024/;No PDF available;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
;Behaviour-aware compositions of things;J Cubo, A Brogi, E Pimentel - 2012 IEEE International …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6468288/;No PDF available;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
;Automatically deriving choreography-conforming systems of services;G Díaz, I Rodríguez - 2009 IEEE International Conference on …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5284025/;https://ieeexplore.ieee.org/iel5/5283889/5283890/05284025.pdf;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;;;
;Separating operational and control behaviors: A new approach to Web services modeling;QZ Sheng, Z Maamar, H Yahyaoui… - IEEE Internet …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5481369/;https://ieeexplore.ieee.org/iel5/4236/5481356/05481369.pdf;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
;Formalizing web service choreography interface;Y Huang, C Xu, H Wang, Y Xia, J Zhu… - … Workshops (AINAW'07), 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4224165/;https://ieeexplore.ieee.org/iel5/4221005/4224052/04224165.pdf;context-aware+AND+choreography+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
