Choosen;title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
;A perspective on the future of middleware-based software engineering;V Issarny, M Caporuscio, N Georgantas - 2007 Future of Software …, 2007 - dl.acm.org;2007;https://dl.acm.org/citation.cfm?id=1253532.1254722;https://hal.inria.fr/inria-00415919/document;context-aware+AND+decentralized+service+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;158;No DOI available;;;;;;;;
;MoCA: A middleware for developing collaborative applications for mobile users;V Sacramento, M Endler… - IEEE Distributed …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1355907/;https://ieeexplore.ieee.org/iel5/8968/29772/01355907.pdf;context-aware+AND+decentralized+service+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;179;No DOI available;;;;;;;;
;Towards context-aware adaptable web services;M Keidl, A Kemper - Proceedings of the 13th international World Wide …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1013378;http://www.ambuehler.ethz.ch/CDstore/www2004/docs/2p55.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;208;No DOI available;;;;;;;;
;A framework for provisioning of complex e-services;S Modafferi, E Mussi, A Maurino… - … Computing, 2004.(SCC …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1357993/;No PDF available;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;;;;;;;;
;A review of dynamic web service description and discovery techniques;DA D'Mello… - 2010 First International …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5571445/;No PDF available;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;;;;;;;;
;Internet of things: A review of surveys based on context aware intelligent services;D Gil, A Ferrández, H Mora-Mora, J Peral - Sensors, 2016 - mdpi.com;2016;https://www.mdpi.com/1424-8220/16/7/1069;https://www.mdpi.com/1424-8220/16/7/1069/pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;85;No DOI available;;;;;;;;
;Autonomic communication services: a new challenge for software agents;R Quitadamo, F Zambonelli - Autonomous Agents and Multi-Agent …, 2008 - Springer;2008;https://link.springer.com/article/10.1007/s10458-008-9054-9;https://link.springer.com/content/pdf/10.1007/s10458-008-9054-9.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;37;No DOI available;;;;;;;;
;A multi-agent based framework for collaborative testing on web services;X Bai, G Dai, D Xu, WT Tsai - The Fourth IEEE Workshop on …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1611736/;https://www.researchgate.net/profile/Xiaoying_Bai/publication/4231805_A_multi-agent_based_framework_for_collaborative_testing_on_Web_Services/links/02e7e516cabf563f8f000000/A-multi-agent-based-framework-for-collaborative-testing-on-Web-Services.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;46;No DOI available;;;;;;;;
;Internet of things strategic research roadmap;O Vermesan, P Friess, P Guillemin… - Internet of things …, 2011 - books.google.com;2011;https://books.google.de/books?hl=de&lr=&id=Eug-RvslW30C&oi=fnd&pg=PA9&dq=context-aware+AND+decentralized+service+composition+AND+behaviour&ots=3Uw9vGhwxr&sig=D_j6daO11BFE-pLD7S6y3kF0o9Y;https://brage.bibsys.no/xmlui/bitstream/handle/11250/2430372/SINTEF%2BS13363.pdf?sequence=2;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;691;No DOI available;;;;;;;;
;Internet of things in industries: A survey;L Da Xu, W He, S Li - IEEE Transactions on industrial …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6714496/;https://ieeexplore.ieee.org/iel7/9424/4389054/06714496.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;1891;No DOI available;;;;;;;;
;A biochemical approach to adaptive service ecosystems;M Viroli, F Zambonelli - Information Sciences, 2010 - Elsevier;2010;https://www.sciencedirect.com/science/article/pii/S0020025509004915;No PDF available;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;;;;;;;;
;A survey on web service discovery approaches;D Mukhopadhyay, A Chougule - Advances in Computer Science …, 2012 - Springer;2012;https://link.springer.com/chapter/10.1007/978-3-642-30157-5_99;https://arxiv.org/pdf/1206.5582;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;41;No DOI available;;;;;;;;
;Service-Oriented Programming with Jolie;F Montesi, C Guidi, G Zavattaro - Web Services Foundations, 2014 - Springer;2014;https://link.springer.com/chapter/10.1007/978-1-4614-7518-7_4;https://pdfs.semanticscholar.org/80a5/931376d382b0850615f46f87d028dba44c6b.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;76;No DOI available;;;;;;;;
;Run-time monitoring in service-oriented architectures;C Ghezzi, S Guinea - Test and analysis of web services, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-72912-9_9;https://pdfs.semanticscholar.org/6e49/c6910a32892cfccd13514e2b317768865de3.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;100;No DOI available;;;;;;;;
;Middleware for pervasive computing: A survey;V Raychoudhury, J Cao, M Kumar, D Zhang - Pervasive and Mobile …, 2013 - Elsevier;2013;https://www.sciencedirect.com/science/article/pii/S1574119212001113;https://www.cs.umd.edu/class/spring2014/cmsc818g/files/middlewaresurvey.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;106;No DOI available;;;;;;;;
;A coordinated architecture for the agent-based service level agreement negotiation of web service composition;MB Chhetri, J Lin, SK Goh, J Yan… - Australian Software …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1615042/;https://ieeexplore.ieee.org/iel5/10753/33896/01615042.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;78;No DOI available;;;;;;;;
;CWSC4EC: how to employ context  web service  and community in enterprise collaboration;K Boukadi, C Ghedira, S Chaari, L Vincent… - Proceedings of the 8th …, 2008 - dl.acm.org;2008;https://dl.acm.org/citation.cfm?id=1416737;No PDF available;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;26;No DOI available;;;;;;;;
;A security policy framework for context-aware and user preferences in e-services;L Sliman, F Biennier, Y Badr - Journal of Systems Architecture, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S1383762108001665;No PDF available;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
;An avatar architecture for the web of things;M Mrissa, L Médini, JP Jamont… - IEEE Internet …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7061798/;https://ieeexplore.ieee.org/iel7/4236/7061793/07061798.pdf;context-aware+AND+decentralized+service+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;;;;;;;;
;Heterogeneous communication architecture for the smart grid;A Zaballos, A Vallejo, JM Selga - IEEE network, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/6033033/;https://pdfs.semanticscholar.org/cfbf/f3fd75b8f64508a129046310ef279bbf27c0.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;216;No DOI available;;;;;;;;
;Scalable service deployment on software-defined networks;J Rubio-Loyola, A Galis, A Astorga… - IEEE …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/6094010/;http://www.ic.unicamp.br/~bit/ensino/mo809_1s13/papers/SDN/Scalable%20service%20deployment%20on%20software-defined%20networks%20.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;68;No DOI available;;;;;;;;
;Configurable composition and adaptive provisioning of web services;QZ Sheng, B Benatallah, Z Maamar… - … on Services …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/4760133/;http://web.science.mq.edu.au/~qsheng/papers/TSC09.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;107;No DOI available;;;;;;;;
;Definition and execution of composite web services: The self-serv project;B Benatallah, M Dumas, Z Maamar - IEEE Data Eng. Bull., 2002 - pdfs.semanticscholar.org;2002;https://pdfs.semanticscholar.org/7daf/d1e5320dafcad8bdab891c6fbc73aa2c600c.pdf#page=49;https://pdfs.semanticscholar.org/7daf/d1e5320dafcad8bdab891c6fbc73aa2c600c.pdf#page=49;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;53;No DOI available;;;;;;;;
;Challenges in middleware solutions for the internet of things;MA Chaqfeh, N Mohamed - 2012 international conference on …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6261022/;https://www.researchgate.net/profile/Nader_Mohamed/publication/261024274_Challenges_in_middleware_solutions_for_the_internet_of_things/links/557573b808aeacff1ffcd775/Challenges-in-middleware-solutions-for-the-internet-of-things.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;125;No DOI available;;;;;;;;
;A survey of software infrastructures and frameworks for ubiquitous computing;C Endres, A Butz, A MacWilliams - Mobile Information Systems, 2005 - hindawi.com;2005;https://www.hindawi.com/journals/misy/2005/654215/abs/;http://downloads.hindawi.com/journals/misy/2005/654215.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;119;No DOI available;;;;;;;;
;Peer-to-peer coordination framework (p2pc): Enabler of mobile ad-hoc networking for medicine  business  and entertainment;E Chtcherbina, M Franz - … of International Conference on Advances in …, 2003 - etf.rs;2003;http://home.etf.rs/~vm/cd1/papers/127.pdf;http://home.etf.rs/~vm/cd1/papers/127.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;35;No DOI available;;;;;;;;
;A location model for smart environments;I Satoh - Pervasive and Mobile Computing, 2007 - Elsevier;2007;https://www.sciencedirect.com/science/article/pii/S1574119206000265;No PDF available;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;76;No DOI available;;;;;;;;
;Challenges of middleware for the internet of things;M Nagy, A Katasonov, O Khriyenko… - … Control-Theory and …, 2009 - books.google.com;2009;https://books.google.de/books?hl=de&lr=&id=IuqODwAAQBAJ&oi=fnd&pg=PA247&dq=context-aware+AND+decentralized+service+composition+AND+reconfig*&ots=JHpoZ0Q3wC&sig=RdXEotUidOHLYdLkZViE1ylH7bM;https://www.intechopen.com/download/pdf/8786;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
;A classification of emerging and traditional grid systems;H Kurdi, M Li, H Al-Raweshidy - IEEE Distributed Systems …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4483779/;https://www.computer.org/csdl/mags/ds/2008/03/mds2008030001.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;81;No DOI available;;;;;;;;
;Autonomic internet: A perspective for future internet services based on autonomic principles;A Bassi, S Denazis, A Galis, C Fahy… - … and Services …, 2007 - researchgate.net;2007;https://www.researchgate.net/profile/Alex_Galis/publication/267965473_Autonomic_Internet_A_Perspective_for_Future_Internet_Services_Based_on_Autonomic_Principles/links/55d3089f08ae7fb244f57c09/Autonomic-Internet-A-Perspective-for-Future-Internet-Services-Based-on-Autonomic-Principles.pdf;https://www.researchgate.net/profile/Alex_Galis/publication/267965473_Autonomic_Internet_A_Perspective_for_Future_Internet_Services_Based_on_Autonomic_Principles/links/55d3089f08ae7fb244f57c09/Autonomic-Internet-A-Perspective-for-Future-Internet-Services-Based-on-Autonomic-Principles.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
;The human communication space: Towards i-centric communications;S Arbanowski, S Van Der Meer, S Steglich… - Personal and …, 2001 - dl.acm.org;2001;https://dl.acm.org/citation.cfm?id=593579;No PDF available;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;38;No DOI available;;;;;;;;
;Green: A configurable and re-configurable publish-subscribe middleware for pervasive computing;"T Sivaharan, G Blair, G Coulson - … "" On the Move to Meaningful Internet …, 2005 - Springer";2005;https://link.springer.com/chapter/10.1007/11575771_46;ftp://138.96.0.43/members/Didier.Parigot/PDFarticle/francesco/pdf/DOA05TS.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;119;No DOI available;;;;;;;;
;Towards seamless service mobility for mobile devices communicating within wireless grids;B Rashid, M El-Darieby - 2007 Canadian Conference on …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4232788/;No PDF available;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;;;;;;;;
;A model-driven framework for managing the QoS of collaborative P2P service-based applications;M Angelaccio, A D'Ambrogio - 15th IEEE International …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4092189/;http://www.academia.edu/download/40142794/A_Model-Driven_Framework_for_Managing_th20151118-28123-25om0o.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;;
;An approach for service composition and testing for cloud computing;WT Tsai, P Zhong, J Balasooriya… - … Decentralized …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/5741419/;No PDF available;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;41;No DOI available;;;;;;;;
;Distributed agents network for ubiquitous monitoring and services exploitation;R Aversa, S Venticinque - 2009 International Conference on …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5284221/;No PDF available;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
;A QoS management middleware based on mobility prediction for multimedia service continuity in the wireless internet;P Bellavista, A Corradi - Proceedings. ISCC 2004. Ninth …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1358546/;http://zeus.ws.dei.polimi.it/is-manet/Documenti/pap-deis-24.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
;OWL-SF–a distributed semantic service framework;B Mrohs, M Luther, R Vaidya… - Proc. of the …, 2005 - pdfs.semanticscholar.org;2005;https://pdfs.semanticscholar.org/44a7/46a960fd6d2ad21dd7cbc1784dd79884828a.pdf#page=77;https://pdfs.semanticscholar.org/44a7/46a960fd6d2ad21dd7cbc1784dd79884828a.pdf#page=77;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;;;;;;;;
;Viecar-enabling self-adaptive collaboration services;D Schall, C Dorn, S Dustdar… - 2008 34th Euromicro …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4725733/;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.139.2070&rep=rep1&type=pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
;Mobility prediction for mobile agent-based service continuity in the wireless internet;P Bellavista, A Corradi, C Giannelli - International Workshop on Mobile …, 2004 - Springer;2004;https://link.springer.com/chapter/10.1007/978-3-540-30178-3_1;http://www.academia.edu/download/39280367/mata04.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
;Interacting with a context-aware personal information sharing system;S Scerri, A Schuller, I Rivera, J Attard… - … Conference on Human …, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-3-642-39342-6_14;https://www.researchgate.net/profile/Jeremy_Debattista/publication/283599126_Interacting_with_a_Context-Aware_Personal_Information_Sharing_System/links/59915cb4aca2721d9b7447cb/Interacting-with-a-Context-Aware-Personal-Information-Sharing-System.pdf;context-aware+AND+decentralized+service+composition+AND+reconfig_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;;;;;;;;
;The java context awareness framework (JCAF)–a service infrastructure and programming framework for context-aware applications;JE Bardram - International Conference on Pervasive Computing, 2005 - Springer;2005;https://link.springer.com/chapter/10.1007/11428572_7;http://www.itialt.dk/publications/files/bardram_jcaf_2004.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;435;No DOI available;;;;;;;;
;A service selection method based on context types for a ubiquitous service system in a public space;H Kawamichi, S Sameshima, H Kato… - … on Applications and …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1268654/;No PDF available;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;;;;;;;;
;Media-oriented service composition with service overlay networks: Challenges  approaches and future trends;JW Kim, S Han, DH Yi, N Kim, CCJ Kuo - JCM, 2010 - researchgate.net;2010;https://www.researchgate.net/profile/Jongwon_Kim/publication/220520378_Media-Oriented_Service_Composition_with_Service_Overlay_Networks_Challenges_Approaches_and_Future_Trends_Invited_Paper/links/0046351597376e5b52000000.pdf;https://www.researchgate.net/profile/Jongwon_Kim/publication/220520378_Media-Oriented_Service_Composition_with_Service_Overlay_Networks_Challenges_Approaches_and_Future_Trends_Invited_Paper/links/0046351597376e5b52000000.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
;Location-aware services over vehicular ad-hoc networks using car-to-car communication;MD Dikaiakos, A Florides, T Nadeem… - IEEE Journal on …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4346445/;https://ieeexplore.ieee.org/iel5/49/4346435/04346445.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;204;No DOI available;;;;;;;;
;Context aware middleware architectures: survey and challenges;X Li, M Eckert, JF Martinez, G Rubio - Sensors, 2015 - mdpi.com;2015;https://www.mdpi.com/1424-8220/15/8/20570;https://www.mdpi.com/1424-8220/15/8/20570/pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;69;No DOI available;;;;;;;;
;Rule-based run-time information flow control in service cloud;W She, IL Yen, B Thuraisingham… - … on Web Services, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/6009433/;https://ieeexplore.ieee.org/iel5/6009137/6009354/06009433.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;38;No DOI available;;;;;;;;
;The Ninja architecture for robust Internet-scale systems and services;SD Gribble, M Welsh, R Von Behren, EA Brewer… - Computer Networks, 2001 - Elsevier;2001;https://www.sciencedirect.com/science/article/pii/S1389128600001791;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.105.9822&rep=rep1&type=pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;388;No DOI available;;;;;;;;
;Trust management model and architecture for context-aware service platforms;"R Neisse, M Wegdam, M Van Sinderen… - … Conferences"" On the …, 2007 - Springer";2007;https://link.springer.com/chapter/10.1007/978-3-540-76843-2_47;https://pdfs.semanticscholar.org/19f8/af31a9f02a08ffebfe20b76b8cd5a9f2006a.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;37;No DOI available;;;;;;;;
;A QoS‐aware service discovery method for elastic cloud computing in an unstructured peer‐to‐peer network;W Lin, W Dou, Z Xu, J Chen - Concurrency and Computation …, 2013 - Wiley Online Library;2013;https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.2993;https://onlinelibrary.wiley.com/doi/pdf/10.1002/cpe.2993;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;;;
;A data fusion framework for context-aware mobile services;AM Bernardos, P Tarrio… - 2008 IEEE International …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4648011/;https://ieeexplore.ieee.org/iel5/4634656/4648003/04648011.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;;;;;;;;
;Internet of things: Vision  applications and research challenges;D Miorandi, S Sicari, F De Pellegrini, I Chlamtac - Ad hoc networks, 2012 - Elsevier;2012;https://www.sciencedirect.com/science/article/pii/S1570870512000674;https://fardapaper.ir/mohavaha/uploads/2018/10/Fardapaper-Internet-of-things-Vision-applications-and-research-challenges.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;2458;No DOI available;;;;;;;;
;Infrastructures for community networks;T Plagemann, R Canonico, J Domingo-Pascual… - Content Delivery …, 2008 - Springer;2008;https://link.springer.com/content/pdf/10.1007/978-3-540-77887-5_15.pdf;https://www.researchgate.net/profile/Andreas_Mauthe/publication/226172246_Infrastructures_for_Community_Networks/links/5757fb1008ae04a1b6b99fb6/Infrastructures-for-Community-Networks.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;218;No DOI available;;;;;;;;
;Design and implementation of a sensor network based location determination service for use in home networks;S Ahmad, R Eskicioglu… - 2006 IEEE International …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4053969/;https://ieeexplore.ieee.org/iel5/4053889/4053890/04053969.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
;k-anonymity: A model for protecting privacy;L Sweeney - International Journal of Uncertainty, Fuzziness and …, 2002 - World Scientific;2002;https://www.worldscientific.com/doi/abs/10.1142/S0218488502001648;http://www.cs.pomona.edu/~sara/classes/cs190-fall12/k-anonymity.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;5550;No DOI available;;;;;;;;
;Runtime semantic interoperability for gathering ontology-based network context;J Keeney, D Lewis, D O'Sullivan… - 2006 IEEE/IFIP …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1687538/;https://ieeexplore.ieee.org/iel5/11101/35594/01687538.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;;;;;;;;
;A survey of mobile cloud computing: architecture  applications  and approaches;HT Dinh, C Lee, D Niyato… - … and mobile computing, 2013 - Wiley Online Library;2013;https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.1203;https://onlinelibrary.wiley.com/doi/full/10.1002/wcm.1203;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;1913;No DOI available;;;;;;;;
;Development of Situation-Aware Applications in Services and Cloud Computing Environments.;SS Yau, D Huang - Int. J. Software and Informatics, 2013 - ijsi.cnjournals.com;2013;http://ijsi.cnjournals.com/ch/reader/create_pdf.aspx?file_no=i147&year_id=2013&quarter_id=1&falg=1;http://ijsi.cnjournals.com/ch/reader/create_pdf.aspx?file_no=i147&year_id=2013&quarter_id=1&falg=1;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
;Publishing and discovery of mobile web services in peer to peer networks;SN Srirama - arXiv preprint arXiv:1007.2980, 2010 - arxiv.org;1007;https://arxiv.org/abs/1007.2980;https://arxiv.org/pdf/1007.2980;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
;The SCIFC model for information flow control in web service composition;W She, IL Yen, B Thuraisingham… - … on Web Services, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5175800/;https://ieeexplore.ieee.org/iel5/5175785/5175786/05175800.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;57;No DOI available;;;;;;;;
;A context information service using ontology-based queries;R Power, D Lewis, D O'Sullivan, O Conlan… - Proc. of UbiComp 1th …, 2004 - scss.tcd.ie;2004;http://www.scss.tcd.ie/owen.conlan/publications/ubicomp2004_power_v1.pdf;http://www.scss.tcd.ie/owen.conlan/publications/ubicomp2004_power_v1.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;;
;A location-aware recommender system for mobile shopping environments;WS Yang, HC Cheng, JB Dia - Expert Systems with Applications, 2008 - Elsevier;2008;https://www.sciencedirect.com/science/article/pii/S0957417406002934;http://cs.uef.fi/pages/franti/lami/papers/A%20location-aware%20recommender%20system%20for%20mobile_shopping%20environments.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;172;No DOI available;;;;;;;;
;SAMI: Service-based arbitrated multi-tier infrastructure for Mobile Cloud Computing;Z Sanaei, S Abolfazli, A Gani… - 2012 1st IEEE …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6316466/;https://ieeexplore.ieee.org/iel5/6308764/6316453/06316466.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;74;No DOI available;;;;;;;;
;Businessfinder: Harnessing presence to enable live yellow pages for small  medium and micro mobile businesses;D Chakraborty, K Dasgupta, S Mittal… - IEEE …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4064637/;https://ieeexplore.ieee.org/iel5/35/4064613/04064637.pdf;context-aware+AND+decentralized+service+composition+AND+sensiti_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;;;;;;;;
;Middleware for distributed context-aware systems;"K Henricksen, J Indulska, T McFadden… - … Conferences"" On the …, 2005 - Springer";2005;https://link.springer.com/chapter/10.1007/11575771_53;https://www.researchgate.net/profile/Sasitharan_Balasubramaniam/publication/220831096_Middleware_for_Distributed_Context-Aware_Systems/links/00b49532839f98cd72000000/Middleware-for-Distributed-Context-Aware-Systems.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;270;No DOI available;;;;;;;;
;Solar: An open platform for context-aware mobile applications;G Chen, D Kotz - 2005 - apps.dtic.mil;2005;https://apps.dtic.mil/docs/citations/ADA440088;https://apps.dtic.mil/dtic/tr/fulltext/u2/a440088.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;122;No DOI available;;;;;;;;
;Semantics-based context-aware dynamic service composition;K Fujii, T Suda - ACM Transactions on Autonomous and Adaptive …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1516536;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:8tmjxxOaEN0J:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=1957941971853208913&oi=lle;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;131;No DOI available;;;;;;;;
